0.000200	-23.726901	4702.212724	94.919467	95.201245	95.247305	94.825839
0.000400	-68.933900	4701.981962	94.914510	95.137931	95.170357	94.825162
0.000600	-98.527650	4702.231673	94.910977	95.032653	95.071027	94.885930
0.000800	-91.910010	4702.612711	94.831743	94.977074	95.039310	94.905632
0.001000	-70.672313	4702.460542	94.742622	95.017737	95.119160	94.903086
0.001200	-50.826078	4700.919755	94.717602	95.120275	95.261090	94.967085
0.001400	-40.297112	4698.737195	94.720304	95.198601	95.415380	95.003775
0.001600	-43.230671	4697.362463	94.722660	95.174057	95.495576	94.969240
0.001800	-54.561291	4697.418490	94.575146	95.080544	95.435966	94.952132
0.002000	-66.059089	4698.775685	93.936361	95.000341	95.334708	94.946853
0.002200	-72.345714	4700.304189	92.764848	94.963838	95.306153	94.935377
0.002400	-76.238883	4701.006764	91.347106	94.960738	95.327837	94.936924
0.002600	-84.383604	4700.452814	89.967476	94.955704	95.326859	94.930945
0.002800	-93.539048	4699.045729	89.041958	94.934678	95.291764	94.935976
0.003000	-100.644093	4697.665743	88.686035	94.934797	95.252036	94.981744
0.003200	-106.675305	4696.669622	88.622743	94.960164	95.208609	95.044502
0.003400	-109.188992	4696.342483	88.697227	94.961521	95.175372	95.097343
0.003600	-111.505529	4696.137634	88.786464	94.941565	95.192859	95.131832
0.003800	-115.051988	4695.312868	88.802491	94.934736	95.239070	95.136919
0.004000	-116.456940	4694.212235	88.723241	94.913097	95.272185	95.115991
0.004200	-114.660001	4693.295034	88.543264	94.852548	95.303446	95.114998
0.004400	-106.219008	4692.942783	88.315031	94.781221	95.313002	95.135006
0.004600	-95.378216	4692.918781	88.056704	94.652905	95.273472	95.133277
0.004800	-91.308094	4692.794987	87.761801	94.248613	95.211821	95.123022
0.005000	-90.891409	4692.663040	87.443039	93.375809	95.145149	95.099493
0.005200	-86.285643	4692.321556	87.112102	92.142094	95.081889	95.039301
0.005400	-78.533080	4691.985709	86.771577	90.799642	95.049609	94.967673
0.005600	-73.990495	4691.984569	86.425126	89.520585	95.063871	94.898145
0.005800	-72.726039	4691.880134	86.081368	88.474775	95.118526	94.835721
0.006000	-71.461766	4691.276980	85.721057	87.752168	95.200153	94.793071
0.006200	-72.233566	4690.146788	85.324167	87.214420	95.295919	94.782613
0.006400	-80.898242	4688.619703	84.914363	86.704877	95.359161	94.800770
0.006600	-93.142469	4686.372636	84.504899	86.222983	95.354383	94.825858
0.006800	-95.336381	4682.982567	84.062522	85.750011	95.335320	94.872067
0.007000	-88.674144	4679.309281	83.593438	85.231716	95.353053	94.977121
0.007200	-82.329484	4677.236163	83.173627	84.751728	95.368668	95.140699
0.007400	-75.166810	4678.077099	82.848780	84.345245	95.316620	95.284302
0.007600	-68.148336	4681.346125	82.606614	83.885611	95.213133	95.318340
0.007800	-68.647252	4685.461867	82.403185	83.401085	95.141361	95.235371
0.008000	-76.956228	4689.300604	82.187835	83.014870	95.127070	95.076414
0.008200	-86.004947	4692.231430	81.959421	82.640974	95.115337	94.903949
0.008400	-91.467072	4693.996734	81.720978	82.218508	95.070277	94.784944
0.008600	-90.583380	4694.320374	81.410246	81.878889	95.011093	94.732636
0.008800	-86.356504	4693.478040	81.004474	81.626440	94.974569	94.709452
0.009000	-89.870511	4692.865191	80.569560	81.301466	94.982281	94.679518
0.009200	-99.991260	4693.238805	80.135070	80.890712	95.043740	94.654874
0.009400	-107.446361	4694.644856	79.696543	80.489083	95.135812	94.626521
0.009600	-106.947849	4696.581641	79.258716	80.072630	95.178150	94.529207
0.009800	-98.220560	4698.457456	78.812354	79.613383	95.138463	94.316995
0.010000	-89.659181	4700.285546	78.361434	79.177547	95.050578	93.964411
0.010200	-88.075151	4701.358948	77.908847	78.764069	94.916436	93.498792
0.010400	-90.523690	4701.347312	77.450711	78.305785	94.711769	92.936856
0.010600	-90.347566	4700.890554	76.992436	77.809115	94.433065	92.286538
0.010800	-87.198832	4700.131513	76.530779	77.303616	94.011189	91.662488
0.011000	-83.429328	4698.726095	76.054268	76.754211	93.180863	91.167597
0.011200	-77.517198	4696.465239	75.551139	76.158275	91.629862	90.809453
0.011400	-70.379736	4693.976981	75.029239	75.576921	89.210888	90.541809
0.011600	-63.934323	4691.824055	74.485811	75.020431	85.922093	90.283572
0.011800	-55.884510	4690.390772	73.897961	74.469783	82.135176	89.948692
